country,video_id,clickbaitiness_score
US,bc5BnTYRgx8,17.05
US,5orrZxSjLQA,42.63
US,2h0bkuWzQeU,26.55
US,McRNSFGwqtY,71.42
US,z6A2LHGx8_A,6.01
US,YI3tsmFsrOg,55.49
US,E4c7EE8_IX0,21.83
US,lBbSzQXQknw,4.37
US,v_0WNLAmSaE,87.66
US,t4pRQ0jn23Q,88.66
US,u7KZrt_cHH0,0.7
US,1Znl8OUBa_o,44.04
US,08OhPK2BVIU,81.33
US,h5XzGyjEkkc,40.53
US,igczJLuaelg,78.43
US,bg7RjxsghNY,71.11
US,LU6xDgpnIyM,5.94
US,nd4cLL_MP7M,97.27
US,UuCq8mtK8J4,67.32
US,LNHkxOU7zz8,72.76
US,0bXCbVGb04A,92.48
US,nSbzyEJ8X9E,68.34
US,gDXwhHm4GhM,55.63
US,KVit4vSAMsk,16.83
US,nfuXbnmdpRE,37.28
US,cpGA0azFdCs,78.54
US,2WHcBwq2wHc,32.11
US,rdeQT7KkqM8,24.21
US,oipLbJoV9pM,22.85
US,-lgcAySBbTA,3.34
US,ItL6vcUrpUs,33.49
US,VhI2EpAIcm4,21.46
US,p9wE8dyzEJE,66.29
US,qFy5XyZsUeo,17.88
US,6_-b3U9QDKg,72.86
US,M3mJkSqZbX4,36.06
US,2nVPFdqejD0,3.79
US,CQQit01HHLY,56.49
US,wjj2upnfBI0,16.02
US,GBTV5ekQwWw,9.23
US,1l26UFQ06eQ,70.43
US,vAuO3bHxSpc,1.47
US,-QPdRfqTnt4,60.74
US,bMrRN99DYKU,42.36
US,VAUHZYf_aKY,27.87
US,8ll04Zzw5UM,93.92
US,Sg_Gmb0ntfw,60.03
US,CG9yQ8PXf6o,67.32
US,f3mOQCjL10g,78.29
US,xsqInns6LXQ,1.49
US,UXNnAB3ugPU,90.65
US,P6ODTQKhaXk,12.23
US,8eo-L_3OWAQ,83.55
US,EKkzbbLYPuI,32.45
US,rcGFrdopXxo,5.24
US,7Jz8wZbXuDA,11.44
US,PPWDwBrUNyY,9.32
US,IlkBLwl4aBM,14.61
US,d-HPZL6AU64,33.21
US,n0j_CX1S2es,80.02
US,AiyZ92_JZxA,72.49
US,PaYvlVR_BEc,8.76
US,Ek3aeUhHaFY,2.39
US,2-tzlBFotjA,2.91
US,xe6o4ex7-YA,52.54
US,L87HuKmGwVQ,52.54
US,xLtYmhj-0Kg,81.59
US,n-DTjpde9-0,42.08
US,Y-iFgDK_D5s,58.02
US,T4FAg5A4wQk,79.2
US,CahQhevkcCM,73.87
US,MIQKlHSD89E,19.03
US,p-GN8WXoiX4,84.94
US,_7985zBEM3o,2.13
US,4iRJDDjejCI,1.66
US,QpyHrQYeoIE,26.47
US,3ChgRbqGi-E,74.62
US,sxxJug2Ob_A,6.43
US,eIp7PYuAu0k,13.2
US,pj6k-EFxqAI,0.98
US,tugFFhML7VY,12.7
US,XcSMdhfKga4,97.54
US,pMpQABKlC-I,14.28
US,LqU9CdPs6ek,40.25
US,E0cbWdlQg_8,1.36
US,tGRzz0oqgUE,69.96
US,TudhYwBrgYg,0.42
US,jLM2ibaRbrk,25.71
US,ggIzq8JUK44,83.96
US,ahSKGi_21xg,8.61
US,OQkfDJ2zVNo,3.35
US,pypRKeF3u6A,41.64
US,wIimU5-UEPc,76.61
US,XbxRqlHtKUE,60.23
US,515lLZS082U,34.45
US,T8lWjQRhQXY,16.35
US,fDRrqJU4-Tk,2.69
US,psnbQ_sF-yE,2.34
US,0v-6AylRH68,45.78
US,fC8gutkCu1c,74.73
US,34cHO5_LX9g,24.89
US,wRNYoWFjmEc,91.56
US,tN_8CwE8ULI,86.78
US,yc-iu4MjK1g,94.79
US,vAh7jTAkCKc,7.38
US,Xpv-sEKl1B4,45.4
US,pjTj-_55WZ8,8.92
US,kXIF2FQpgjM,57.5
US,CJzaYLc4pPY,48.91
US,9sRQQRiltrE,91.38
US,D18e8aU-UWs,36.56
US,ltzy5vRmN8Q,1.22
US,nranUeNkXpM,55.03
US,T2aJzwAeA9Y,5.12
US,mBrdEYW0Vno,26.23
US,f6Egj7ncOi8,26.69
US,BtvRaMPJWLs,35.49
US,BIQK4-9YFW0,35.03
US,FL9BbzUYXjA,1.65
US,mD4jp2HHu0g,53.91
US,rjLVCpE3kuw,18.63
US,gDPr8Na24QU,9.98
US,XcdLVKYsHHU,18.29
US,pisY6J2Ky6U,6.93
US,pOEzjT-SED0,6.33
US,aB-UKwO367s,2.3
US,hQW_9ws8OhA,93.78
US,nt00QzKuNVY,10.95
US,t4YAyT4ihIQ,3.11
US,KFaMZUarksA,69.34
US,aNvRdg1lR7c,37.03
US,LdhQzXHYLZ4,1.06
US,Uy7yJdq1yhg,30.17
US,f1xIeTCgoFk,88.53
US,e5D3O4yCmCg,50.47
US,AP14dJZzKkA,25.21
US,DgOUdtUlL24,22.99
US,ys2x8oOK7wE,15.67
US,oLDbO545aKQ,73.92
US,jG1JY0rt2Os,71.97
US,hOulcmOHCIQ,40.73
US,QBL8IRJ5yHU,97.58
US,TZSVf-yD7N8,30.7
US,ItYOdWRo0JY,82.29
US,bAkEd8r7Nnw,30.82
US,hiBPUpCJ7MQ,7.58
US,kxMC7g_sKjw,5.18
US,l9jZFwwZQJs,0.66
US,aYnyMPc3LQ4,23.1
US,i_nLsG_asQg,14.57
US,inZzcTXYowY,32.12
US,p-OCfiglZRQ,91.53
US,shHTYg-rOAg,13.81
US,tN8o_E_f9FQ,1.4
US,lrWRy9BBp-c,11.22
US,2HboMs0vbsE,16.65
US,ZCNyOsPh2ng,80.32
US,8uBP6UL-jEU,60.87
US,lRj5d35ePvw,88.84
US,8nsWMmFYRqE,78.73
US,g5c1bk8weaQ,72.65
US,UaAHl_m_ybk,89.66
US,e5D3O4yCmCg,71.09
US,3iUfzN4RAB8,57.62
US,7LjC-nUPrNg,16.8
US,JDmse8M-3-Y,19.85
US,uwfIr6flLXk,17.52
US,HzILu6yyA20,0.61
US,tCnbAAgfxH8,83.02
US,qgYvfE5PkQI,2.95
US,ogfYd705cRs,98.3
US,jp9hK-jY6yY,6.75
US,aFuA50H9uek,8.35
US,UjtOGPJ0URM,77.63
US,CbWP9nvnRhw,73.72
US,D-pKeb6Wf4U,7.33
US,SWVtV59mczk,83.16
US,Y0KgYB3wIGo,3.63
US,PTQMog9u2Zo,1.14
US,36QMyiRAv-Y,51.6
US,__4c1JCHvaQ,10.55
US,x_joMJBrT34,85.45
US,we5djgQwK9w,89.29
US,2aQykuIaJVI,6.66
US,TaVvm0r_gho,93.85
US,1QmPCVW6jOs,34.36
US,_KBc4B5JFoQ,15.26
US,IP4hs_wq5yE,0.9
US,sottGW1p5os,81.8
US,g30Rhk82rmg,33.89
US,2PH7dK6SLC8,5.47
US,OAGfx7eB3gA,77.29
US,A9YcrloL3oE,16.61
US,xNkLDa3_nnk,92.7
US,O8bszsJ0D7I,66.74
US,Biex1XR_mpo,13.42
US,D7sj7L1uLiw,60.89
US,bPNi_492aEQ,90.61
US,VGykknw9eCM,1.76
US,4nq0tT_SAD0,68.5
US,1j_k5WCFShQ,73.55
US,MEcc8e7WwXg,32.31
US,qXivpclxftM,95.82
US,CokyUUrx18w,91.46
US,ycuMyyqBWQY,92.52
US,sirrTXiPFmw,40.83
US,uA8GdJJqz_s,8.05
US,eFjFxgHedgM,66.7
US,uKkbfxTHJGI,42.7
US,oRArmtMA9AI,6.38
US,UqItlHUSN-4,21.41
US,nx1R-eHSkfM,50.89
US,-7_ATlZ-zMc,12.59
US,OL4LNg-iyY4,84.92
US,2pJlpCfueV0,88.11
US,kuTBea8_-LY,67.79
US,ZcCp7488puc,20.7
US,ttf_EzEkxBk,32.34
US,52pwYD_rxmE,83.65
US,jxWJLs7_doc,13.0
US,0Juc2cL26mg,38.31
US,Y1n8F4uClUU,5.21
US,57nZ7LaVAH0,55.15
US,ZJkc_C5-Cd8,87.97
US,3BNg4fDJC8A,5.49
US,-kTWIm7m4Uw,78.14
US,QQ_3S-IQm38,16.8
US,7wDUrQAaYsM,11.81
US,EJ-4nFz5hjU,8.09
US,JNyZ49q4vrU,72.77
US,eZSAIm_pzv4,25.1
US,NsFna-Z1MjU,1.6
US,ZkPSbp3zTfo,93.06
US,xLtYmhj-0Kg,80.81
US,ulCdoCfw-bY,92.35
US,nqP1x8VxrTU,2.46
US,PHLY4a5fTjU,67.06
US,V0HCZ4YGqbw,1.37
US,zUzBfBqbSmc,43.35
US,Mhzmc7LRIGo,10.34
US,Pymm6cmE9uQ,75.62
US,fEskVQgtwaI,0.43
US,OdpHOc7vqHA,33.35
US,JZ2fRE_nkak,9.11
US,Hl0GSLcwHVs,23.71
US,lgBn6qzMlXw,82.05
US,CJRw18MtRPg,96.28
US,5TLANg1GC7U,1.01
US,8V08Gu1DOgE,44.96
US,zZTyHHxJAzw,7.71
US,cQ54GDm1eL0,97.56
US,UH0nTHb6OdY,9.4
US,ckS1F3mJzb0,96.34
US,FwENtwtY0EI,95.48
US,4h-XOckOwN8,79.31
US,A0FZIwabctw,8.12
US,EU-eQpCqBXQ,56.68
US,P_If9xMyl10,10.31
US,anDIlMVgNwk,17.88
US,qT0mpVcH3ZU,19.24
US,v3UrBcJaczQ,23.11
US,ydPYNo8o-lI,48.45
US,OylDdm-6ZH0,79.46
US,5bJ_gb19pKQ,6.53
US,vI4LHl4yFuo,19.2
US,MvIwx0JThsk,93.74
US,_IuEg3xbDA0,22.38
US,41PTANtZFW0,24.76
US,FchkqXEg0qs,0.55
US,lqTKup-wpEU,31.31
US,Xr2rgT9uEnA,34.71
US,SbjnIK6VEjc,20.86
US,a_u7g5BlfiY,2.03
US,Z0vLiQLpsc8,4.31
US,Wzq4qbNRFrw,3.35
US,3k6RD9zVvpE,16.03
US,IumYMCllMsM,13.48
US,PW-WgdZctW0,90.63
US,EEzj0HMz5Bc,97.64
US,4nqJiBRNQuw,0.7
US,YS2y_12IWlA,15.12
US,t5Lz14wu1uw,8.44
US,FhwktRDG_aQ,97.86
US,s3tz_mNg6NQ,36.95
US,I-BGTp-I9aU,84.7
US,AtCLwYFRp4o,43.84
US,5NaAwSpswJE,2.81
US,lRkTgVynmbM,18.26
US,PzcaR1N0pTI,28.38
US,6Rl7fQQRmtg,61.0
US,rQEqKZ7CJlk,21.8
US,7HGCE6-LMBg,92.7
US,xf-dywd3zx0,0.59
US,xLkHEZTSeoU,10.43
US,ZCEgDAYzyRw,2.0
US,OJzpoj_NxqQ,25.34
US,zYlW81GZYug,81.74
US,XtlLI_pBC3s,40.55
US,v8aY6AzObYQ,5.01
US,aFMUPcuSsJs,8.49
US,_NWs7ntMRBA,15.33
US,l2P2qbr-_Ps,62.25
US,J83sZrz9XTc,83.58
US,rvskMHn0sqQ,75.83
US,yKVAhDbSito,2.34
US,Nk5yOFCsNeE,34.99
US,IU-Fo-QEpOI,62.35
US,QLFRGj-PPNI,32.18
US,mMtjGYdJOps,55.54
US,paxgKBUK4wQ,1.61
US,5530I_pYjbo,50.13
US,8z_cg5CypRc,23.64
US,2ktuvx9hrMw,33.76
US,ykHeGtN4m94,0.89
